pokedex_number,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,generation,height_m,weight_kg,is_legendary,moves
600,Klang,steel,,60,80,95,70,85,50,5,0.6,51.0,0,Thunder Shock;Gear Grind;Round;Volt Switch;Charge Beam;Thunderbolt;Hidden Power;Secret Power;Mirror Shot;Discharge;Vice Grip;Zap Cannon;Signal Beam;Flash Cannon;Rock Smash;Wild Charge;Facade;Hyper Beam;Snore;Uproar
601,Klinklang,steel,,60,100,115,70,85,90,5,0.6,81.0,0,Thunder;Thunder Shock;Gear Grind;Round;Volt Switch;Charge Beam;Thunderbolt;Hidden Power;Secret Power;Mirror Shot;Discharge;Vice Grip;Zap Cannon;Signal Beam;Flash Cannon;Rock Smash;Wild Charge;Facade;Hyper Beam;Snore;Uproar;Giga Impact
602,Tynamo,electric,,35,55,40,45,40,60,5,0.2,0.3,0,Spark;Charge Beam
603,Eelektrik,electric,,65,85,70,75,70,40,5,1.2,22.0,0,Acid;Thunder;Bounce;Round;Knock Off;Volt Switch;Headbutt;Charge Beam;Crunch;Iron Tail;U-turn;Thunderbolt;Hidden Power;Secret Power;Discharge;Thrash;Acid Spray;Zap Cannon;Signal Beam;Flash Cannon;Wild Charge;Spark;Facade;Giga Drain;Snore;Aqua Tail;Acrobatics
604,Eelektross,electric,,85,115,80,105,80,50,5,2.1,80.5,0,Acid;Thunder;Giga Impact;Strength;Bounce;Round;Fire Punch;Knock Off;Volt Switch;Brick Break;Charge Beam;Headbutt;Crunch;Focus Punch;Rock Slide;Iron Tail;Thunderbolt;U-turn;Superpower;Hidden Power;Cut;Secret Power;Discharge;Thunder Punch;Thrash;Acid Spray;Outrage;Power-Up Punch;Zap Cannon;Signal Beam;Flash Cannon;Drain Punch;Flamethrower;Rock Smash;Dragon Claw;Wild Charge;Dragon Tail;Spark;Facade;Hyper Beam;Giga Drain;Snore;Aqua Tail;Dragon Pulse;Crush Claw;Acrobatics
605,Elgyem,psychic,,55,55,55,85,55,30,5,0.5,9.0,0,Psyshock;Thief;Psybeam;Round;Zen Headbutt;Headbutt;Charge Beam;Steel Wing;Rock Slide;Energy Ball;Thunderbolt;Confusion;Dream Eater;Psychic;Hidden Power;Secret Power;Astonish;Signal Beam;Synchronoise;Dark Pulse;Echoed Voice;Shadow Ball;Snore;Facade;Uproar
606,Beheeyem,psychic,,75,75,75,125,95,40,5,1.0,34.5,0,Zen Headbutt;Thunderbolt;Confusion;Secret Power;Psyshock;Psybeam;Round;Headbutt;Steel Wing;Rock Slide;Signal Beam;Synchronoise;Dark Pulse;Echoed Voice;Energy Ball;Astonish;Facade;Hyper Beam;Thief;Charge Beam;Dream Eater;Psychic;Hidden Power;Shadow Ball;Snore;Uproar;Giga Impact
607,Litwick,ghost,fire,50,30,55,65,55,20,5,0.3,3.1,0,Acid;Thief;Round;Incinerate;Payback;Energy Ball;Flame Burst;Overheat;Ember;Dream Eater;Heat Wave;Psychic;Hidden Power;Secret Power;Flame Charge;Astonish;Solar Beam;Hex;Fire Blast;Flamethrower;Dark Pulse;Smog;Inferno;Shadow Ball;Facade;Snore
608,Lampent,ghost,fire,60,40,60,95,60,55,5,0.6,13.0,0,Acid;Thief;Round;Incinerate;Payback;Energy Ball;Flame Burst;Overheat;Ember;Dream Eater;Heat Wave;Psychic;Hidden Power;Secret Power;Flame Charge;Astonish;Solar Beam;Hex;Fire Blast;Flamethrower;Dark Pulse;Smog;Inferno;Shadow Ball;Facade;Snore
609,Chandelure,ghost,fire,60,55,90,145,90,80,5,1.0,34.3,0,Acid;Thief;Round;Incinerate;Payback;Energy Ball;Flame Burst;Overheat;Ember;Dream Eater;Heat Wave;Psychic;Hidden Power;Secret Power;Flame Charge;Astonish;Solar Beam;Hex;Fire Blast;Flamethrower;Dark Pulse;Smog;Inferno;Shadow Ball;Facade;Hyper Beam;Snore;Giga Impact
610,Axew,dragon,,46,87,60,30,40,57,5,0.6,18.0,0,Strength;Round;Assurance;Incinerate;Dig;Payback;Poison Jab;Iron Tail;Draco Meteor;Scratch;Superpower;Hidden Power;False Swipe;Secret Power;Cut;Night Slash;Outrage;Slash;Rock Smash;Dragon Claw;Dual Chop;Facade;X-Scissor;Snore;Aqua Tail;Dragon Pulse;Giga Impact
611,Fraxure,dragon,,66,117,70,40,50,67,5,1.0,36.0,0,Strength;Round;Assurance;Incinerate;Dig;Shadow Claw;Payback;Poison Jab;Iron Tail;Draco Meteor;Scratch;Superpower;False Swipe;Hidden Power;Secret Power;Night Slash;Cut;Outrage;Slash;Rock Smash;Dragon Claw;Dual Chop;Dragon Tail;Facade;X-Scissor;Snore;Aqua Tail;Dragon Pulse;Giga Impact
612,Haxorus,dragon,,76,147,90,60,70,97,5,1.8,105.5,0,Strength;Cut;Round;Assurance;Brick Break;Incinerate;Dig;Shadow Claw;Payback;Rock Slide;Poison Jab;Iron Tail;Draco Meteor;Scratch;Earthquake;Superpower;False Swipe;Hidden Power;Brutal Swing;Night Slash;Bulldoze;Surf;Secret Power;Outrage;Slash;Rock Smash;Dragon Claw;Dual Chop;Dragon Tail;Facade;Hyper Beam;Snore;X-Scissor;Aqua Tail;Dragon Pulse;Giga Impact;Focus Blast
613,Cubchoo,ice,,55,70,40,60,40,40,5,0.5,8.5,0,Strength;Cut;Round;Covet;Assurance;Avalanche;Focus Punch;Dig;Shadow Claw;Brine;Water Pulse;Icy Wind;Superpower;Fury Swipes;Hidden Power;Night Slash;Surf;Secret Power;Thrash;Power-Up Punch;Slash;Ice Punch;Ice Beam;Rock Smash;Echoed Voice;Play Rough;Powder Snow;Snore;Facade;Frost Breath
614,Beartic,ice,,95,130,80,70,80,50,5,2.6,260.0,0,Strength;Cut;Round;Covet;Assurance;Avalanche;Brick Break;Stone Edge;Focus Punch;Dig;Rock Slide;Shadow Claw;Brine;Water Pulse;Icy Wind;Superpower;Fury Swipes;Hidden Power;Aqua Jet;Night Slash;Bulldoze;Surf;Secret Power;Thrash;Power-Up Punch;Slash;Ice Punch;Ice Beam;Rock Smash;Echoed Voice;Play Rough;Powder Snow;Snore;Hyper Beam;Facade;Frost Breath;Icicle Crash;Giga Impact;Dive;Focus Blast
615,Cryogonal,ice,,80,50,50,95,135,105,5,1.1,148.0,0,Round;Knock Off;Ancient Power;Rapid Spin;Poison Jab;Freeze-Dry;Water Pulse;Icy Wind;Hidden Power;Secret Power;Ice Shard;Night Slash;Solar Beam;Explosion;Slash;Ice Beam;Signal Beam;Flash Cannon;Aurora Beam;Facade;Hyper Beam;Snore;Frost Breath;Acrobatics
616,Shelmet,bug,,50,40,85,40,65,25,5,0.4,7.7,0,Acid;Body Slam;Round;Double-Edge;Mud-Slap;Bug Bite;Energy Ball;Feint;Bug Buzz;Leech Life;Hidden Power;Pursuit;Secret Power;Infestation;Struggle Bug;Venoshock;Signal Beam;Absorb;Sludge Bomb;Facade;Giga Drain;Snore;Mega Drain
617,Accelgor,bug,,80,70,40,100,60,145,5,0.8,25.3,0,Acid;Body Slam;Round;Knock Off;Double-Edge;Quick Attack;Mud-Slap;Bug Bite;Energy Ball;Water Shuriken;Feint;U-turn;Bug Buzz;Leech Life;Hidden Power;Pursuit;Secret Power;Infestation;Struggle Bug;Acid Spray;Venoshock;Signal Beam;Absorb;Sludge Bomb;Hyper Beam;Giga Drain;Snore;Facade;Mega Drain;Giga Impact;Focus Blast
618,Stunfisk,ground,electric,109,66,84,81,99,32,5,0.7,11.0,0,Thunder;Thunder Shock;Bounce;Round;Revenge;Stone Edge;Mud-Slap;Dig;Payback;Rock Slide;Thunderbolt;Foul Play;Water Pulse;Scald;Earthquake;Hidden Power;Bulldoze;Secret Power;Water Gun;Surf;Infestation;Discharge;Astonish;Mud Bomb;Muddy Water;Earth Power;Sludge Wave;Mud Shot;Electroweb;Spark;Sludge Bomb;Facade;Snore;Aqua Tail;Uproar
619,Mienfoo,fighting,,45,85,50,55,50,65,5,0.9,20.0,0,Strength;Double Slap;Fake Out;Bounce;Round;Knock Off;Brick Break;Focus Punch;Dig;Payback;Stone Edge;Retaliate;Rock Slide;Force Palm;Feint;Poison Jab;U-turn;Pound;Smelling Salts;Hidden Power;Secret Power;High Jump Kick;Low Sweep;Power-Up Punch;Drain Punch;Rock Smash;Jump Kick;Dual Chop;Facade;Snore;Focus Blast;Acrobatics
620,Mienshao,fighting,,65,125,60,95,60,105,5,1.4,35.5,0,Strength;Double Slap;Fake Out;Bounce;Round;Knock Off;Brick Break;Focus Punch;Dig;Payback;Stone Edge;Retaliate;Rock Slide;Force Palm;Feint;Poison Jab;U-turn;Pound;Smelling Salts;Hidden Power;Secret Power;High Jump Kick;Low Sweep;Power-Up Punch;Drain Punch;Rock Smash;Jump Kick;Dual Chop;Facade;Hyper Beam;Snore;Giga Impact;Focus Blast;Acrobatics
621,Druddigon,dragon,,77,120,90,60,90,48,5,1.6,139.0,0,Fire Punch;Thunder Fang;Dig;Superpower;Bulldoze;Secret Power;Night Slash;Chip Away;Outrage;Power-Up Punch;Rock Smash;Crush Claw;Sludge Bomb;Focus Blast;Round;Iron Head;Rock Slide;Shadow Claw;Iron Tail;Scratch;Earthquake;Pursuit;Thunder Punch;Bite;Slash;Flash Cannon;Flamethrower;Dark Pulse;Dragon Claw;Smack Down;Rock Climb;Poison Tail;Fire Fang;Crunch;Payback;Retaliate;Heat Wave;Cut;Surf;Facade;Hyper Beam;Aqua Tail;Snarl;Dragon Pulse;Strength;Revenge;Charge Beam;Incinerate;Metal Claw;Draco Meteor;Hidden Power;Sucker Punch;Dragon Tail;Snore;Giga Impact
622,Golett,ground,ghost,59,74,50,35,50,35,5,1.0,92.0,0,Strength;Thief;Round;Fire Punch;Brick Break;Focus Punch;Rock Slide;Mud-Slap;Dynamic Punch;Pound;Mega Punch;Stomping Tantrum;Earthquake;Icy Wind;Superpower;Hidden Power;Psychic;Bulldoze;Secret Power;Astonish;Thunder Punch;Low Sweep;Hammer Arm;Power-Up Punch;Ice Punch;Signal Beam;Earth Power;Ice Beam;Drain Punch;Rock Smash;Shadow Ball;Facade;Snore;Rollout;Focus Blast
623,Golurk,ground,ghost,89,124,80,55,80,55,5,2.8,330.0,0,Fire Punch;Zen Headbutt;Focus Punch;Dynamic Punch;Thunderbolt;Fly;Superpower;Bulldoze;Secret Power;Power-Up Punch;Solar Beam;Ice Punch;Rock Smash;Focus Blast;Phantom Force;Round;Brick Break;Stone Edge;Rock Slide;Mud-Slap;Earthquake;Thunder Punch;Signal Beam;Ice Beam;Flash Cannon;Stomping Tantrum;Astonish;Drain Punch;Facade;Hyper Beam;Rollout;Strength;Thief;Charge Beam;High Horsepower;Pound;Mega Punch;Psychic;Icy Wind;Hidden Power;Low Sweep;Hammer Arm;Earth Power;Shadow Ball;Snore;Giga Impact
624,Pawniard,dark,steel,45,85,70,40,40,60,5,0.5,10.2,0,Thief;Round;Iron Head;Revenge;Assurance;Knock Off;Brick Break;Headbutt;Dig;Shadow Claw;Payback;Retaliate;Metal Claw;Poison Jab;Scratch;Foul Play;Hidden Power;Pursuit;False Swipe;Secret Power;Cut;Night Slash;Fury Cutter;Low Sweep;Power-Up Punch;Slash;Psycho Cut;Rock Smash;Sucker Punch;Dark Pulse;Dual Chop;Facade;X-Scissor;Snore;Snarl
625,Bisharp,dark,steel,65,125,100,60,70,70,5,1.6,70.0,0,Dig;Secret Power;Night Slash;Power-Up Punch;Psycho Cut;Rock Smash;Focus Blast;Round;Iron Head;Assurance;Brick Break;Stone Edge;Headbutt;Shadow Claw;Poison Jab;Scratch;Pursuit;False Swipe;Slash;Dark Pulse;Dual Chop;X-Scissor;Knock Off;Payback;Retaliate;Cut;Facade;Hyper Beam;Snarl;Thief;Revenge;Metal Claw;Foul Play;Hidden Power;Fury Cutter;Low Sweep;Sucker Punch;Snore;Giga Impact
626,Bouffalant,normal,,95,110,95,40,95,55,5,1.6,94.6,0,Strength;Horn Attack;Skull Bash;Revenge;Iron Head;Round;Zen Headbutt;Rage;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Payback;Retaliate;Poison Jab;Earthquake;Superpower;Fury Attack;Hidden Power;Pursuit;Head Charge;Bulldoze;Secret Power;Surf;Cut;Thrash;Outrage;Belch;Rock Smash;Megahorn;Mud Shot;Wild Charge;Rock Climb;Facade;Snore;Uproar;Stomp;Giga Impact
627,Rufflet,normal,flying,70,83,50,37,50,60,5,0.5,10.5,0,Peck;Strength;Round;Steel Wing;Wing Attack;Shadow Claw;Rock Slide;Retaliate;U-turn;Fly;Heat Wave;Sky Drop;Fury Attack;Superpower;Brave Bird;Hidden Power;Secret Power;Cut;Thrash;Slash;Air Slash;Rock Smash;Facade;Snore;Pluck;Crush Claw
628,Braviary,normal,flying,100,123,75,57,75,80,5,1.5,41.0,0,Peck;Strength;Round;Zen Headbutt;Steel Wing;Wing Attack;Shadow Claw;Rock Slide;Retaliate;U-turn;Fly;Heat Wave;Sky Drop;Superpower;Fury Attack;Brave Bird;Hidden Power;Secret Power;Cut;Thrash;Slash;Air Slash;Rock Smash;Sky Attack;Facade;Hyper Beam;Snore;Pluck;Crush Claw;Giga Impact
629,Vullaby,dark,flying,70,55,75,45,65,60,5,0.5,9.0,0,Gust;Thief;Round;Knock Off;Incinerate;Steel Wing;Payback;Retaliate;U-turn;Foul Play;Heat Wave;Fly;Fury Attack;Hidden Power;Brave Bird;Secret Power;Cut;Air Slash;Dark Pulse;Rock Smash;Shadow Ball;Facade;Snore;Snarl;Pluck
630,Mandibuzz,dark,flying,110,65,105,55,95,80,5,1.2,39.5,0,Gust;Thief;Round;Knock Off;Incinerate;Steel Wing;Payback;Retaliate;U-turn;Foul Play;Heat Wave;Fly;Fury Attack;Hidden Power;Brave Bird;Secret Power;Cut;Air Slash;Dark Pulse;Rock Smash;Sky Attack;Shadow Ball;Facade;Hyper Beam;Snore;Snarl;Pluck;Giga Impact
631,Heatmor,fire,,85,97,66,105,66,65,5,1.4,58.0,0,Cut;Thief;Body Slam;Round;Fire Punch;Knock Off;Fire Lash;Incinerate;Focus Punch;Dig;Bug Bite;Shadow Claw;Flame Burst;Overheat;Heat Wave;Superpower;Hidden Power;Pursuit;Fury Swipes;Lick;Night Slash;Secret Power;Thunder Punch;Power-Up Punch;Solar Beam;Flare Blitz;Slash;Belch;Fire Blast;Flamethrower;Rock Smash;Sucker Punch;Inferno;Facade;Giga Drain;Snore;Giga Impact;Focus Blast
632,Durant,bug,steel,58,109,112,48,48,109,5,0.3,33.0,0,Strength;Round;Iron Head;Thunder Fang;Stone Edge;Crunch;Dig;Bug Bite;Shadow Claw;Energy Ball;Retaliate;Rock Slide;Metal Claw;Superpower;Hidden Power;Secret Power;Cut;Fury Cutter;Struggle Bug;Vice Grip;Bite;Flash Cannon;Rock Smash;Rock Climb;X-Scissor;Facade;Snore;Giga Impact
633,Deino,dark,dragon,52,65,50,45,50,38,5,0.8,17.3,0,Strength;Dragon Rush;Hyper Voice;Thief;Body Slam;Round;Dragon Breath;Assurance;Thunder Fang;Zen Headbutt;Fire Fang;Headbutt;Crunch;Incinerate;Head Smash;Slam;Draco Meteor;Superpower;Hidden Power;Secret Power;Astonish;Outrage;Bite;Belch;Earth Power;Double Hit;Rock Smash;Dark Pulse;Dragon Tail;Facade;Snore;Ice Fang;Aqua Tail;Uproar;Dragon Pulse
634,Zweilous,dark,dragon,72,85,70,65,70,58,5,1.4,50.0,0,Strength;Dragon Rush;Hyper Voice;Thief;Body Slam;Round;Dragon Breath;Assurance;Thunder Fang;Zen Headbutt;Fire Fang;Headbutt;Crunch;Incinerate;Head Smash;Slam;Draco Meteor;Superpower;Hidden Power;Secret Power;Astonish;Outrage;Bite;Belch;Earth Power;Double Hit;Rock Smash;Dark Pulse;Dragon Tail;Facade;Snore;Ice Fang;Aqua Tail;Uproar;Dragon Pulse
635,Hydreigon,dark,dragon,92,105,90,125,90,98,5,1.8,160.0,0,Hyper Voice;Body Slam;Thunder Fang;Zen Headbutt;U-turn;Fly;Superpower;Bulldoze;Secret Power;Outrage;Belch;Rock Smash;Focus Blast;Round;Assurance;Stone Edge;Headbutt;Steel Wing;Rock Slide;Slam;Iron Tail;Earthquake;Bite;Signal Beam;Fire Blast;Double Hit;Flamethrower;Flash Cannon;Dark Pulse;Echoed Voice;Fire Fang;Crunch;Payback;Heat Wave;Surf;Astonish;Facade;Hyper Beam;Aqua Tail;Dragon Pulse;Strength;Dragon Rush;Thief;Dragon Breath;Charge Beam;Incinerate;Head Smash;Draco Meteor;Hidden Power;Brutal Swing;Earth Power;Dragon Tail;Tri Attack;Snore;Ice Fang;Uproar;Giga Impact;Acrobatics
636,Larvesta,bug,fire,55,85,55,50,55,60,5,1.1,28.8,0,Round;Double-Edge;Zen Headbutt;Incinerate;Bug Bite;Ember;Overheat;U-turn;Bug Buzz;Leech Life;Take Down;Heat Wave;Psychic;Hidden Power;Secret Power;Flame Charge;Struggle Bug;Thrash;Solar Beam;Flare Blitz;Signal Beam;Fire Blast;Flamethrower;Flame Wheel;Wild Charge;Absorb;Facade;Giga Drain;Snore;Acrobatics
637,Volcarona,bug,fire,85,60,65,135,105,100,5,1.6,46.0,0,Gust;Round;Hurricane;Double-Edge;Fiery Dance;Zen Headbutt;Incinerate;Bug Bite;Poison Jab;Ember;Overheat;U-turn;Bug Buzz;Leech Life;Heat Wave;Take Down;Psychic;Hidden Power;Silver Wind;Fly;Flame Charge;Secret Power;Struggle Bug;Thrash;Solar Beam;Flare Blitz;Signal Beam;Fire Blast;Flamethrower;Flame Wheel;Wild Charge;Absorb;Facade;Giga Drain;Snore;Hyper Beam;Giga Impact;Acrobatics
638,Cobalion,steel,fighting,91,90,129,90,72,108,5,2.1,250.0,1,Strength;Bounce;Round;Iron Head;Volt Switch;Zen Headbutt;Quick Attack;Stone Edge;Retaliate;Metal Claw;Poison Jab;Take Down;Superpower;Hidden Power;False Swipe;Secret Power;Cut;Flash Cannon;Rock Smash;Facade;Hyper Beam;Snore;X-Scissor;Double Kick;Close Combat;Sacred Sword;Giga Impact;Focus Blast
639,Terrakion,rock,fighting,91,129,90,72,90,108,5,1.9,260.0,1,Strength;Round;Iron Head;Zen Headbutt;Quick Attack;Stone Edge;Rock Slide;Retaliate;Poison Jab;Take Down;Earthquake;Superpower;Hidden Power;False Swipe;Bulldoze;Secret Power;Cut;Earth Power;Rock Smash;Smack Down;Facade;Hyper Beam;Snore;X-Scissor;Double Kick;Close Combat;Sacred Sword;Giga Impact;Focus Blast
640,Virizion,grass,fighting,91,90,72,90,129,108,5,2.0,200.0,1,Strength;Focus Blast;Bounce;Round;Zen Headbutt;Quick Attack;Stone Edge;Retaliate;Energy Ball;Take Down;Seed Bomb;Superpower;Hidden Power;False Swipe;Secret Power;Cut;Solar Beam;Rock Smash;Facade;Hyper Beam;Giga Drain;Snore;X-Scissor;Double Kick;Close Combat;Sacred Sword;Giga Impact;Leaf Blade
641,Tornadus,flying,,79,100,80,110,90,121,5,1.5,63.0,1,Strength;Gust;Thief;Round;Revenge;Hurricane;Knock Off;Brick Break;Incinerate;Crunch;Extrasensory;Payback;Iron Tail;U-turn;Foul Play;Heat Wave;Psychic;Icy Wind;Superpower;Hidden Power;Sky Drop;Secret Power;Brutal Swing;Astonish;Thrash;Air Cutter;Hammer Arm;Bite;Air Slash;Rock Smash;Fly;Dark Pulse;Smack Down;Sludge Wave;Sludge Bomb;Hyper Beam;Snore;Facade;Uproar;Giga Impact;Focus Blast;Acrobatics
642,Thundurus,electric,flying,79,105,70,145,80,101,5,1.5,61.0,1,Strength;Thunder;Thunder Shock;Thief;Round;Revenge;Knock Off;Volt Switch;Brick Break;Charge Beam;Crunch;Incinerate;Payback;Iron Tail;U-turn;Foul Play;Thunderbolt;Fly;Psychic;Superpower;Hidden Power;Sky Drop;Secret Power;Brutal Swing;Astonish;Discharge;Thunder Punch;Thrash;Hammer Arm;Bite;Flash Cannon;Rock Smash;Dark Pulse;Smack Down;Sludge Wave;Electroweb;Wild Charge;Sludge Bomb;Hyper Beam;Snore;Facade;Uproar;Giga Impact;Focus Blast
643,Reshiram,dragon,fire,100,120,100,150,120,90,5,3.2,330.0,1,Strength;Hyper Voice;Round;Dragon Breath;Zen Headbutt;Fire Fang;Stone Edge;Incinerate;Crunch;Extrasensory;Ancient Power;Steel Wing;Shadow Claw;Payback;Rock Slide;Draco Meteor;Overheat;Fly;Heat Wave;Psychic;Hidden Power;Cut;Secret Power;Flame Charge;Brutal Swing;Outrage;Solar Beam;Slash;Earth Power;Fire Blast;Flamethrower;Rock Smash;Echoed Voice;Dragon Claw;Dragon Tail;Shadow Ball;Facade;Hyper Beam;Snore;Blue Flare;Dragon Pulse;Fusion Flare;Giga Impact;Focus Blast
644,Zekrom,dragon,electric,100,150,120,120,100,90,5,2.9,345.0,1,Bolt Strike;Strength;Thunder;Hyper Voice;Round;Dragon Breath;Volt Switch;Thunder Fang;Zen Headbutt;Fusion Bolt;Stone Edge;Charge Beam;Crunch;Ancient Power;Steel Wing;Shadow Claw;Payback;Rock Slide;Draco Meteor;Thunderbolt;Fly;Psychic;Hidden Power;Cut;Secret Power;Brutal Swing;Thunder Punch;Outrage;Slash;Signal Beam;Earth Power;Flash Cannon;Rock Smash;Echoed Voice;Dragon Claw;Wild Charge;Dragon Tail;Shadow Ball;Facade;Hyper Beam;Snore;Dragon Pulse;Giga Impact;Focus Blast
645,Landorus,ground,flying,89,145,90,105,80,91,5,1.5,68.0,1,Strength;Focus Blast;Round;Knock Off;Stone Edge;Brick Break;Rock Slide;Extrasensory;Dig;Payback;Iron Tail;U-turn;Fly;Earthquake;Psychic;Superpower;Hidden Power;Bulldoze;Secret Power;Brutal Swing;Hammer Arm;Outrage;Explosion;Earth Power;Rock Smash;Smack Down;Sludge Wave;Mud Shot;Sludge Bomb;Hyper Beam;Snore;Facade;Giga Impact
646,Kyurem,dragon,ice,125,120,90,170,100,95,5,3.0,325.0,1,Strength;Hyper Voice;Round;Iron Head;Dragon Breath;Zen Headbutt;Stone Edge;Ancient Power;Steel Wing;Shadow Claw;Payback;Rock Slide;Draco Meteor;Fly;Psychic;Icy Wind;Hidden Power;Secret Power;Cut;Brutal Swing;Outrage;Slash;Ice Beam;Earth Power;Glaciate;Signal Beam;Flash Cannon;Echoed Voice;Rock Smash;Dragon Claw;Dragon Tail;Shadow Ball;Facade;Hyper Beam;Snore;Dragon Pulse;Giga Impact;Focus Blast
647,Keldeo,water,fighting,91,72,90,129,90,108,5,1.4,48.5,1,Strength;Bounce;Round;Covet;Hydro Pump;Stone Edge;Retaliate;Poison Jab;Water Pulse;Scald;Take Down;Icy Wind;Superpower;Secret Sword;Hidden Power;False Swipe;Secret Power;Aqua Jet;Surf;Cut;Bubble Beam;Rock Smash;Last Resort;Facade;Hyper Beam;Snore;X-Scissor;Double Kick;Close Combat;Aqua Tail;Sacred Sword;Giga Impact;Focus Blast
648,Meloetta,normal,psychic,100,128,90,77,77,128,5,0.6,6.5,1,Hyper Voice;Fire Punch;Covet;Zen Headbutt;Focus Punch;U-turn;Thunderbolt;Confusion;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Focus Blast;Thunder;Psyshock;Round;Psybeam;Relic Song;Brick Break;Stone Edge;Shadow Claw;Dazzling Gleam;Thunder Punch;Signal Beam;Echoed Voice;Dual Chop;Wake-Up Slap;Knock Off;Payback;Retaliate;Energy Ball;Drain Punch;Last Resort;Facade;Hyper Beam;Strength;Quick Attack;Charge Beam;Dream Eater;Psychic;Hidden Power;Low Sweep;Shadow Ball;Snore;Close Combat;Uproar;Giga Impact;Acrobatics
649,Genesect,bug,steel,71,120,95,120,95,99,5,1.5,82.5,1,Thunder;Self-Destruct;Round;Iron Head;Zen Headbutt;Quick Attack;Charge Beam;Bug Bite;Shadow Claw;Energy Ball;Metal Claw;Thunderbolt;U-turn;Bug Buzz;Fly;Psychic;Hidden Power;Secret Power;Flame Charge;Techno Blast;Fury Cutter;Infestation;Struggle Bug;Solar Beam;Explosion;Zap Cannon;Slash;Signal Beam;Ice Beam;Flash Cannon;Flamethrower;Dark Pulse;Electroweb;Last Resort;Tri Attack;X-Scissor;Hyper Beam;Giga Drain;Snore;Facade;Fell Stinger;Giga Impact
650,Chespin,grass,,56,61,65,48,45,38,6,0.4,9.0,0,Body Slam;Grass Pledge;Zen Headbutt;Focus Punch;Dig;Take Down;Superpower;Bulldoze;Secret Power;Power-Up Punch;Solar Beam;Wood Hammer;Rock Smash;Sludge Bomb;Giga Drain;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Shadow Claw;Poison Jab;Iron Tail;Seed Bomb;Vine Whip;Thunder Punch;Bite;Smack Down;Mud Shot;Dual Chop;Payback;Retaliate;Energy Ball;Cut;Drain Punch;Facade;Rollout;Strength;Hidden Power;Low Sweep;Snore
651,Quilladin,grass,,61,78,95,56,58,57,6,0.7,29.0,0,Body Slam;Grass Pledge;Zen Headbutt;Focus Punch;Dig;Take Down;Superpower;Bulldoze;Secret Power;Power-Up Punch;Solar Beam;Wood Hammer;Rock Smash;Sludge Bomb;Giga Drain;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Shadow Claw;Poison Jab;Iron Tail;Seed Bomb;Vine Whip;Thunder Punch;Bite;Smack Down;Mud Shot;Dual Chop;Payback;Retaliate;Energy Ball;Cut;Drain Punch;Facade;Rollout;Strength;Needle Arm;Hidden Power;Low Sweep;Snore
652,Chesnaught,grass,fighting,88,107,122,74,75,64,6,1.6,90.0,0,Body Slam;Grass Pledge;Zen Headbutt;Focus Punch;Dig;Feint;Take Down;Superpower;Bulldoze;Secret Power;Power-Up Punch;Solar Beam;Wood Hammer;Rock Smash;Sludge Bomb;Giga Drain;Focus Blast;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Shadow Claw;Poison Jab;Iron Tail;Earthquake;Seed Bomb;Vine Whip;Thunder Punch;Bite;Dragon Claw;Smack Down;Mud Shot;Dual Chop;Frenzy Plant;Payback;Retaliate;Energy Ball;Cut;Drain Punch;Facade;Hyper Beam;Rollout;Strength;Needle Arm;Hidden Power;Low Sweep;Hammer Arm;Snore;Giga Impact
653,Fennekin,fire,,40,45,40,62,60,60,6,0.4,9.4,0,Psyshock;Thief;Psybeam;Round;Covet;Incinerate;Iron Tail;Scratch;Ember;Foul Play;Overheat;Dream Eater;Heat Wave;Psychic;Hidden Power;Cut;Secret Power;Flame Charge;Power-Up Punch;Solar Beam;Fire Blast;Flamethrower;Echoed Voice;Fire Pledge;Facade;Snore
654,Braixen,fire,,59,59,58,90,70,73,6,1.0,14.5,0,Psyshock;Thief;Psybeam;Round;Fire Punch;Covet;Zen Headbutt;Incinerate;Iron Tail;Scratch;Ember;Foul Play;Overheat;Dream Eater;Heat Wave;Psychic;Hidden Power;Cut;Secret Power;Flame Charge;Thunder Punch;Power-Up Punch;Solar Beam;Fire Blast;Flamethrower;Echoed Voice;Fire Pledge;Facade;Snore
655,Delphox,fire,psychic,75,69,72,114,100,104,6,1.5,39.0,0,Fire Punch;Covet;Zen Headbutt;Overheat;Secret Power;Power-Up Punch;Solar Beam;Psyshock;Psybeam;Round;Dazzling Gleam;Iron Tail;Scratch;Flame Charge;Thunder Punch;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Mystical Fire;Heat Wave;Cut;Blast Burn;Fire Pledge;Facade;Hyper Beam;Thief;Incinerate;Ember;Foul Play;Dream Eater;Psychic;Hidden Power;Shadow Ball;Snore;Giga Impact
